"id","resolution_date","source","Type","resolved_to","resolved","SPF_forecast","SPF_bs","Pub_forecast","Pub_bs","question","gpt_score","sonnet_score","deepseek_score","mean_z","LLM_typical_binary","LLM_typical_3"
"7de1da056e3c1cf3e02778d4631cd6d10a716795d083dd2f64d3988d10b27848","2025-07-21","acled","Data",0,TRUE,0.02,4e-04,0.15,0.0225,"Will there be more than ten times as many 'Protests' in Montenegro for the 30 days before 2025-07-21 compared to one plus the 30-day average of 'Protests' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Protests'
2023-11-11,1
2023-10-10,2
to calculate one plus the 30-day average of 'Protests' over the preceding 360 days, we’d have: 1+(1+2)/12=1.25.

In this example, for the question to resolve positively, 13 (10 x 1.25) or more 'Protests' would need to occur in the 30 days leading up to the resolution.",9,7,10,0.391971211696536,"Typical","Borderline"
"3d8c7edc8a70211d39a3e4827f448e5908cd5e98dbbb1e3d7501c7761a877788","2024-07-28","acled","Data",0,TRUE,0,0,0.08,0.0064,"Will there be more 'Riots' in Oman for the 30 days before 2024-07-28 compared to the 30-day average of 'Riots' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Riots'
2023-11-11,1
2023-10-10,2
to calculate the 30-day average of 'Riots' over the preceding 360 days, we’d have: (1+2)/12=0.25.

In this example, for the question to resolve positively, 1 or more 'Riots' would need to occur in the 30 days leading up to the resolution.",9,8,10,0.378382373657229,"Typical","Borderline"
"3d8c7edc8a70211d39a3e4827f448e5908cd5e98dbbb1e3d7501c7761a877788","2024-08-20","acled","Data",0,TRUE,0,0,0.1,0.01,"Will there be more 'Riots' in Oman for the 30 days before 2024-08-20 compared to the 30-day average of 'Riots' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Riots'
2023-11-11,1
2023-10-10,2
to calculate the 30-day average of 'Riots' over the preceding 360 days, we’d have: (1+2)/12=0.25.

In this example, for the question to resolve positively, 1 or more 'Riots' would need to occur in the 30 days leading up to the resolution.",9,8,10,0.378382373657229,"Typical","Borderline"
"3d8c7edc8a70211d39a3e4827f448e5908cd5e98dbbb1e3d7501c7761a877788","2024-10-19","acled","Data",0,TRUE,0.00175,3.0625e-06,0.1,0.01,"Will there be more 'Riots' in Oman for the 30 days before 2024-10-19 compared to the 30-day average of 'Riots' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Riots'
2023-11-11,1
2023-10-10,2
to calculate the 30-day average of 'Riots' over the preceding 360 days, we’d have: (1+2)/12=0.25.

In this example, for the question to resolve positively, 1 or more 'Riots' would need to occur in the 30 days leading up to the resolution.",9,8,10,0.378382373657229,"Typical","Borderline"
"3d8c7edc8a70211d39a3e4827f448e5908cd5e98dbbb1e3d7501c7761a877788","2025-01-17","acled","Data",0,TRUE,0.00625,3.90625e-05,0.12,0.0144,"Will there be more 'Riots' in Oman for the 30 days before 2025-01-17 compared to the 30-day average of 'Riots' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Riots'
2023-11-11,1
2023-10-10,2
to calculate the 30-day average of 'Riots' over the preceding 360 days, we’d have: (1+2)/12=0.25.

In this example, for the question to resolve positively, 1 or more 'Riots' would need to occur in the 30 days leading up to the resolution.",9,8,10,0.378382373657229,"Typical","Borderline"
"3d8c7edc8a70211d39a3e4827f448e5908cd5e98dbbb1e3d7501c7761a877788","2025-07-21","acled","Data",0,TRUE,0.0065,4.225e-05,0.1,0.01,"Will there be more 'Riots' in Oman for the 30 days before 2025-07-21 compared to the 30-day average of 'Riots' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Riots'
2023-11-11,1
2023-10-10,2
to calculate the 30-day average of 'Riots' over the preceding 360 days, we’d have: (1+2)/12=0.25.

In this example, for the question to resolve positively, 1 or more 'Riots' would need to occur in the 30 days leading up to the resolution.",10,8,10,0.378382373657229,"Typical","Borderline"
"447c809c60421e327f266315b62b36749b6362b8b688c133985c93c9ad9be608","2024-07-28","acled","Data",0,TRUE,0,0,0.175,0.030625,"Will there be more than ten times as many 'Riots' in Guatemala for the 30 days before 2024-07-28 compared to one plus the 30-day average of 'Riots' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Riots'
2023-11-11,1
2023-10-10,2
to calculate one plus the 30-day average of 'Riots' over the preceding 360 days, we’d have: 1+(1+2)/12=1.25.

In this example, for the question to resolve positively, 13 (10 x 1.25) or more 'Riots' would need to occur in the 30 days leading up to the resolution.",9,8,10,0.315962598520168,"Typical","Borderline"
"447c809c60421e327f266315b62b36749b6362b8b688c133985c93c9ad9be608","2024-08-20","acled","Data",0,TRUE,0.0075,5.625e-05,0.19,0.0361,"Will there be more than ten times as many 'Riots' in Guatemala for the 30 days before 2024-08-20 compared to one plus the 30-day average of 'Riots' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Riots'
2023-11-11,1
2023-10-10,2
to calculate one plus the 30-day average of 'Riots' over the preceding 360 days, we’d have: 1+(1+2)/12=1.25.

In this example, for the question to resolve positively, 13 (10 x 1.25) or more 'Riots' would need to occur in the 30 days leading up to the resolution.",10,7,10,0.315962598520168,"Typical","Borderline"
"447c809c60421e327f266315b62b36749b6362b8b688c133985c93c9ad9be608","2024-10-19","acled","Data",0,TRUE,0.0075,5.625e-05,0.25,0.0625,"Will there be more than ten times as many 'Riots' in Guatemala for the 30 days before 2024-10-19 compared to one plus the 30-day average of 'Riots' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Riots'
2023-11-11,1
2023-10-10,2
to calculate one plus the 30-day average of 'Riots' over the preceding 360 days, we’d have: 1+(1+2)/12=1.25.

In this example, for the question to resolve positively, 13 (10 x 1.25) or more 'Riots' would need to occur in the 30 days leading up to the resolution.",10,8,10,0.315962598520168,"Typical","Borderline"
"447c809c60421e327f266315b62b36749b6362b8b688c133985c93c9ad9be608","2025-01-17","acled","Data",0,TRUE,0.01,1e-04,0.2,0.04,"Will there be more than ten times as many 'Riots' in Guatemala for the 30 days before 2025-01-17 compared to one plus the 30-day average of 'Riots' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Riots'
2023-11-11,1
2023-10-10,2
to calculate one plus the 30-day average of 'Riots' over the preceding 360 days, we’d have: 1+(1+2)/12=1.25.

In this example, for the question to resolve positively, 13 (10 x 1.25) or more 'Riots' would need to occur in the 30 days leading up to the resolution.",9,7,10,0.315962598520168,"Typical","Borderline"
"447c809c60421e327f266315b62b36749b6362b8b688c133985c93c9ad9be608","2025-07-21","acled","Data",0,TRUE,0.01,1e-04,0.225,0.050625,"Will there be more than ten times as many 'Riots' in Guatemala for the 30 days before 2025-07-21 compared to one plus the 30-day average of 'Riots' over the 360 days preceding 2024-07-12?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Riots'
2023-11-11,1
2023-10-10,2
to calculate one plus the 30-day average of 'Riots' over the preceding 360 days, we’d have: 1+(1+2)/12=1.25.

In this example, for the question to resolve positively, 13 (10 x 1.25) or more 'Riots' would need to occur in the 30 days leading up to the resolution.",9,7,10,0.315962598520168,"Typical","Borderline"
"meteofrance_TEMPERATURE_celsius.07117.D","2024-07-28","dbnomics","Data",0,TRUE,0.535,0.286225,0.5,0.25,"What is the probability that the daily average temperature at the French weather station at Ploumanac'h will be higher on 2024-07-28 than on 2024-07-12?",8,8,10,0.326031769679724,"Typical","Borderline"
"meteofrance_TEMPERATURE_celsius.07117.D","2024-08-20","dbnomics","Data",1,TRUE,0.525,0.225625,0.5,0.25,"What is the probability that the daily average temperature at the French weather station at Ploumanac'h will be higher on 2024-08-20 than on 2024-07-12?",10,8,10,0.326031769679724,"Typical","Borderline"
"meteofrance_TEMPERATURE_celsius.07117.D","2024-10-19","dbnomics","Data",0,TRUE,0.175,0.030625,0.2,0.04,"What is the probability that the daily average temperature at the French weather station at Ploumanac'h will be higher on 2024-10-19 than on 2024-07-12?",10,8,10,0.326031769679724,"Typical","Borderline"
"meteofrance_TEMPERATURE_celsius.07117.D","2025-01-17","dbnomics","Data",0,TRUE,0.01,1e-04,0.08,0.0064,"What is the probability that the daily average temperature at the French weather station at Ploumanac'h will be higher on 2025-01-17 than on 2024-07-12?",10,8,10,0.326031769679724,"Typical","Borderline"
"meteofrance_TEMPERATURE_celsius.07117.D","2025-07-21","dbnomics","Data",0,TRUE,0.54,0.2916,0.5,0.25,"What is the probability that the daily average temperature at the French weather station at Ploumanac'h will be higher on 2025-07-21 than on 2024-07-12?",7,7,10,0.326031769679724,"Typical","Borderline"
"meteofrance_TEMPERATURE_celsius.07240.D","2024-07-28","dbnomics","Data",0,TRUE,0.51,0.2601,0.5,0.25,"What is the probability that the daily average temperature at the French weather station at Tours will be higher on 2024-07-28 than on 2024-07-12?",9,8,10,0.506741590811101,"Typical","Typical"
"meteofrance_TEMPERATURE_celsius.07240.D","2024-08-20","dbnomics","Data",0,TRUE,0.485,0.235225,0.5,0.25,"What is the probability that the daily average temperature at the French weather station at Tours will be higher on 2024-08-20 than on 2024-07-12?",10,8,10,0.506741590811101,"Typical","Typical"
"meteofrance_TEMPERATURE_celsius.07240.D","2024-10-19","dbnomics","Data",0,TRUE,0.01,1e-04,0.2,0.04,"What is the probability that the daily average temperature at the French weather station at Tours will be higher on 2024-10-19 than on 2024-07-12?",10,8,10,0.506741590811101,"Typical","Typical"
"meteofrance_TEMPERATURE_celsius.07240.D","2025-01-17","dbnomics","Data",0,TRUE,0,0,0.1,0.01,"What is the probability that the daily average temperature at the French weather station at Tours will be higher on 2025-01-17 than on 2024-07-12?",10,10,10,0.506741590811101,"Typical","Typical"
"meteofrance_TEMPERATURE_celsius.07240.D","2025-07-21","dbnomics","Data",0,TRUE,0.515,0.265225,0.5,0.25,"What is the probability that the daily average temperature at the French weather station at Tours will be higher on 2025-07-21 than on 2024-07-12?",10,8,10,0.506741590811101,"Typical","Typical"
"meteofrance_TEMPERATURE_celsius.07481.D","2024-07-28","dbnomics","Data",1,TRUE,0.57,0.1849,0.55,0.2025,"What is the probability that the daily average temperature at the French weather station at Lyon–Saint Exupéry Airport will be higher on 2024-07-28 than on 2024-07-12?",10,10,10,0.54046877116952,"Typical","Typical"
"meteofrance_TEMPERATURE_celsius.07481.D","2024-08-20","dbnomics","Data",0,TRUE,0.5,0.25,0.5,0.25,"What is the probability that the daily average temperature at the French weather station at Lyon–Saint Exupéry Airport will be higher on 2024-08-20 than on 2024-07-12?",8,8,10,0.54046877116952,"Typical","Typical"
"meteofrance_TEMPERATURE_celsius.07481.D","2024-10-19","dbnomics","Data",0,TRUE,0.075,0.005625,0.23,0.0529,"What is the probability that the daily average temperature at the French weather station at Lyon–Saint Exupéry Airport will be higher on 2024-10-19 than on 2024-07-12?",10,8,10,0.54046877116952,"Typical","Typical"
"meteofrance_TEMPERATURE_celsius.07481.D","2025-01-17","dbnomics","Data",0,TRUE,0,0,0.1,0.01,"What is the probability that the daily average temperature at the French weather station at Lyon–Saint Exupéry Airport will be higher on 2025-01-17 than on 2024-07-12?",10,10,10,0.54046877116952,"Typical","Typical"
"meteofrance_TEMPERATURE_celsius.07481.D","2025-07-21","dbnomics","Data",0,TRUE,0.6,0.36,0.51,0.2601,"What is the probability that the daily average temperature at the French weather station at Lyon–Saint Exupéry Airport will be higher on 2025-07-21 than on 2024-07-12?",10,8,10,0.54046877116952,"Typical","Typical"
"meteofrance_TEMPERATURE_celsius.07015.D","2024-07-28","dbnomics","Data",0,TRUE,0.5,0.25,0.5,0.25,"What is the probability that the daily average temperature at the French weather station at Lille Airport will be higher on 2024-07-28 than on 2024-07-12?",9,8,10,0.454390986833596,"Typical","Borderline"
"meteofrance_TEMPERATURE_celsius.07015.D","2024-08-20","dbnomics","Data",0,TRUE,0.48,0.2304,0.5,0.25,"What is the probability that the daily average temperature at the French weather station at Lille Airport will be higher on 2024-08-20 than on 2024-07-12?",9,8,10,0.454390986833596,"Typical","Borderline"
"meteofrance_TEMPERATURE_celsius.07015.D","2024-10-19","dbnomics","Data",0,TRUE,0.02,4e-04,0.27,0.0729,"What is the probability that the daily average temperature at the French weather station at Lille Airport will be higher on 2024-10-19 than on 2024-07-12?",10,8,10,0.454390986833596,"Typical","Borderline"
"meteofrance_TEMPERATURE_celsius.07015.D","2025-01-17","dbnomics","Data",0,TRUE,0,0,0.2,0.04,"What is the probability that the daily average temperature at the French weather station at Lille Airport will be higher on 2025-01-17 than on 2024-07-12?",10,9,10,0.454390986833596,"Typical","Borderline"
